dataset,image,scale,method,degradation,lr_source_file,metric_border_pixels,dimension_policy,ssim_protocol,nedi_window_size,nedi_edge_threshold,nedi_scale_strategy,nedi_native_passes,nedi_edge_pixel_count,nedi_pixel_count,nedi_bilinear_fallback_count,nedi_numerical_fallback_count,nedi_dimension_adjustment,nedi_native_width,nedi_native_height,nedi_sampling_grid,psnr_y,ssim_y,psnr_rgb,ssim_rgb,latency_mean_ms,latency_median_ms,latency_std_ms,latency_min_ms,latency_max_ms,warmup_runs,timed_runs,hr_width,hr_height,lr_width,lr_height,generated_at_utc,python_version,numpy_version,pillow_version,skimage_version,operating_system,processor,compute_instance,execution_mode,worker_count
BSD100,43074.png,x3,nedi,prepared_bicubic_lr,43074.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,22965,21823,29271,0,True,320,214,even_insertion_2x_half_pixel_aligned,29.88466194852613,0.8214716689893529,28.564186802816366,0.7985672955471688,3054.7030765,3030.8372655000003,66.37002589830024,2968.222137,3173.093196,3,10,481,321,160,107,2026-08-31T17:34:52.916145+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,45096.png,x3,nedi,prepared_bicubic_lr,45096.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,9995,9819,41275,0,True,320,214,even_insertion_2x_half_pixel_aligned,34.38079731834108,0.9292418201091414,32.845614409293226,0.9039378582389755,2738.3713616,2731.528434,26.66272246307656,2706.447937,2788.992422,3,10,481,321,160,107,2026-08-31T17:34:51.348066+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,54082.png,x3,nedi,prepared_bicubic_lr,54082.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,23380,22575,28519,0,True,214,320,even_insertion_2x_half_pixel_aligned,28.289690848210096,0.7027603200242064,26.92696449179102,0.6734316726804347,3148.8338439,3159.9031505,47.73742253186076,3035.905415,3200.747171,3,10,321,481,107,160,2026-08-31T17:35:01.182032+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,55073.png,x3,nedi,prepared_bicubic_lr,55073.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,43181,41328,9766,0,True,214,320,even_insertion_2x_half_pixel_aligned,22.105244905393448,0.5070879596580288,20.855067131363768,0.4699953622210404,3641.8282375,3641.155156,37.255067970097954,3570.298238,3716.143454,3,10,321,481,107,160,2026-08-31T17:35:09.309799+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,58060.png,x3,nedi,prepared_bicubic_lr,58060.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,33028,31788,19306,0,True,320,214,even_insertion_2x_half_pixel_aligned,21.060419710750672,0.5760821258342707,19.820118642323948,0.5509682115924331,3380.7235104,3372.3733365,82.28504838769189,3247.165429,3529.104438,3,10,481,321,160,107,2026-08-31T17:35:35.327804+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,62096.png,x3,nedi,prepared_bicubic_lr,62096.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,25559,24454,26640,0,True,320,214,even_insertion_2x_half_pixel_aligned,24.27400748163518,0.7386827123727473,22.887538723535418,0.7164884815965488,3175.1241401,3183.6620970000004,28.278883113714038,3118.93205,3214.313203,3,10,481,321,160,107,2026-08-31T17:35:34.198846+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,65033.png,x3,nedi,prepared_bicubic_lr,65033.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,42071,40270,10824,0,True,320,214,even_insertion_2x_half_pixel_aligned,24.738520185014412,0.5836620395832194,23.47438182788663,0.5394546379980266,3597.8647168,3594.6161810000003,66.92374658968515,3501.09552,3725.175682,3,10,481,321,160,107,2026-08-31T17:35:48.310815+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,66053.png,x3,nedi,prepared_bicubic_lr,66053.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,37341,35577,15517,0,True,320,214,even_insertion_2x_half_pixel_aligned,27.19904837184503,0.6873226856160646,25.91042017248787,0.6558220435766778,3496.1308014,3495.2490835,69.31047232646142,3355.282684,3615.87097,3,10,481,321,160,107,2026-08-31T17:35:54.863004+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,69015.png,x3,nedi,prepared_bicubic_lr,69015.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,34240,33073,18021,0,True,214,320,even_insertion_2x_half_pixel_aligned,30.045209655550806,0.7986572100356695,28.681281907820807,0.7721638276468054,3374.7380097,3379.9878205,57.960716317153036,3256.371604,3471.439606,3,10,321,481,107,160,2026-08-31T17:36:18.450175+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,69020.png,x3,nedi,prepared_bicubic_lr,69020.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,38777,37036,14058,0,True,320,214,even_insertion_2x_half_pixel_aligned,27.22849318391024,0.5618479404996154,25.84001845736505,0.5345350561458418,3523.5733219,3523.8865729999998,28.785630368632486,3465.910685,3568.789763,3,10,481,321,160,107,2026-08-31T17:36:21.159664+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,69040.png,x3,nedi,prepared_bicubic_lr,69040.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,43089,41217,9877,0,True,320,214,even_insertion_2x_half_pixel_aligned,25.20523860097476,0.6402324569604938,23.84425364853555,0.6179033069025351,3635.3156211,3646.9288324999998,48.23149284293477,3554.208796,3726.24375,3,10,481,321,160,107,2026-08-31T17:36:35.664696+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,76053.png,x3,nedi,prepared_bicubic_lr,76053.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,32991,31855,19239,0,True,320,214,even_insertion_2x_half_pixel_aligned,28.872997748004963,0.7083312380729138,27.581857168880248,0.6622697488951153,3341.1639913,3328.6802435,44.993580924829544,3274.498291,3410.710889,3,10,481,321,160,107,2026-08-31T17:36:38.408605+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,78004.png,x3,nedi,prepared_bicubic_lr,78004.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,28438,27370,23724,0,True,214,320,even_insertion_2x_half_pixel_aligned,25.30660795383875,0.7114455599834002,23.98523676955977,0.6829007208293502,3207.9408284,3205.300981,47.46078196006438,3131.248027,3274.480153,3,10,321,481,107,160,2026-08-31T17:37:00.455199+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,8023.png,x3,nedi,prepared_bicubic_lr,8023.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,35468,34101,16993,0,True,320,214,even_insertion_2x_half_pixel_aligned,30.494520157815032,0.8705807140748225,29.055827343469986,0.8559819384702624,3425.7384857,3426.4441214999997,58.402348026237185,3295.085996,3515.332945,3,10,481,321,160,107,2026-08-31T17:37:06.074315+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,85048.png,x3,nedi,prepared_bicubic_lr,85048.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,42173,40436,10658,0,True,320,214,even_insertion_2x_half_pixel_aligned,25.33709314631831,0.6917723979754996,23.980364717052574,0.6684426782340213,3604.8832774,3602.2065574999997,41.80803067798074,3532.574529,3685.209956,3,10,481,321,160,107,2026-08-31T17:37:22.672932+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,86000.png,x3,nedi,prepared_bicubic_lr,86000.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,29583,28638,22456,0,True,214,320,even_insertion_2x_half_pixel_aligned,25.29974912796316,0.7596759977441957,23.963067642556275,0.7379815325123444,3298.0966607,3291.063275,45.18151385785163,3229.499217,3395.247197,3,10,321,481,107,160,2026-08-31T17:37:21.320325+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,86016.png,x3,nedi,prepared_bicubic_lr,86016.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,41487,39743,11351,0,True,320,214,even_insertion_2x_half_pixel_aligned,22.07773033069749,0.3225051340271483,20.742836161856335,0.295779861890195,3581.5620026,3577.6096545,54.70464913023544,3521.476037,3662.418661,3,10,481,321,160,107,2026-08-31T17:37:47.327568+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,86068.png,x3,nedi,prepared_bicubic_lr,86068.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,34108,32538,18556,0,True,320,214,even_insertion_2x_half_pixel_aligned,27.05708359675188,0.5597608099937448,25.715003679515394,0.5187344573402238,3396.3536914,3390.2762985,44.349472287645355,3318.487734,3477.248324,3,10,481,321,160,107,2026-08-31T17:37:50.458369+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,87046.png,x3,nedi,prepared_bicubic_lr,87046.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,41651,39823,11271,0,True,320,214,even_insertion_2x_half_pixel_aligned,25.903979875935224,0.762234056970663,24.56868004618255,0.7438744564211489,3560.9699761,3547.145331,42.747729714950246,3511.857436,3663.903857,3,10,481,321,160,107,2026-08-31T17:38:07.826316+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,89072.png,x3,nedi,prepared_bicubic_lr,89072.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,31913,30385,20709,0,True,214,320,even_insertion_2x_half_pixel_aligned,26.130014365895477,0.7040927045306049,24.79591992386224,0.6743406267835824,3314.7371133,3318.497965,27.294691960525082,3257.918624,3361.108007,3,10,321,481,107,160,2026-08-31T17:38:05.856573+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,97033.png,x3,nedi,prepared_bicubic_lr,97033.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,35021,33582,17512,0,True,320,214,even_insertion_2x_half_pixel_aligned,24.152236004281853,0.6807653950748741,22.83176998237115,0.656528948497251,3296.2885235,3288.628146,54.78236340577245,3210.069076,3376.554718,3,10,481,321,160,107,2026-08-31T17:38:30.644807+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_001.png,x3,nedi,prepared_bicubic_lr,img_001.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,123044,120666,97702,0,True,682,428,even_insertion_2x_half_pixel_aligned,26.163863181635122,0.7242409008937738,24.7420369615547,0.6928492776740923,15057.5487161,15014.5008915,162.18500818654658,14864.175432,15399.68223,3,10,1024,644,341,214,2026-08-31T17:42:03.209828+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_002.png,x3,nedi,prepared_bicubic_lr,img_002.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,180310,177414,83878,0,True,682,512,even_insertion_2x_half_pixel_aligned,25.416053193038604,0.7658584238495614,24.06926738940301,0.744694814427637,19264.1612796,19289.3666685,168.40442542145138,19015.102694,19606.844221,3,10,1024,768,341,256,2026-08-31T17:42:57.321560+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_003.png,x3,nedi,prepared_bicubic_lr,img_003.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,176471,172828,57804,0,True,682,452,even_insertion_2x_half_pixel_aligned,22.842919124939232,0.620744149593792,21.283728347383423,0.5852440746970591,17314.3619726,17329.757475,105.73265986612572,17139.535533,17473.780638,3,10,1024,680,341,226,2026-08-31T17:42:32.288010+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_004.png,x3,nedi,prepared_bicubic_lr,img_004.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,180357,177054,53578,0,True,682,452,even_insertion_2x_half_pixel_aligned,22.05621751610615,0.7550626360129027,20.762295369559915,0.731056354655571,17296.386523,17316.8292565,130.96055576369685,17042.164412,17471.816845,3,10,1024,680,341,226,2026-08-31T17:42:32.359252+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_005.png,x3,nedi,prepared_bicubic_lr,img_005.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,91178,90121,171171,0,True,682,512,even_insertion_2x_half_pixel_aligned,25.206120835876305,0.8945799731897255,23.85219105522967,0.8763299153101273,16405.3312485,16418.1662175,283.684612406537,15822.591885,16916.404333,3,10,1024,768,341,256,2026-08-31T17:45:37.475948+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_006.png,x3,nedi,prepared_bicubic_lr,img_006.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,239493,235414,112748,0,True,682,682,even_insertion_2x_half_pixel_aligned,21.773885702212866,0.5815076453374064,20.421795170487748,0.5546689838304967,24854.515884,24727.6946365,564.582691864216,24205.949101,25822.261623,3,10,1024,1024,341,341,2026-08-31T17:47:59.358162+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_007.png,x3,nedi,prepared_bicubic_lr,img_007.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,169328,166307,64325,0,True,682,452,even_insertion_2x_half_pixel_aligned,27.912136234166674,0.837039962034843,26.434607380269263,0.8162076930097282,16909.3554089,16970.196251499998,297.2209339363656,16273.124809,17377.316846,3,10,1024,680,341,226,2026-08-31T17:46:14.340229+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_008.png,x3,nedi,prepared_bicubic_lr,img_008.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,164999,161661,32179,0,True,682,380,even_insertion_2x_half_pixel_aligned,20.66478567750073,0.5892917780873811,19.4391532587872,0.5797474144228986,14858.4902738,14826.954436,343.17389821577865,14406.651053,15643.36423,3,10,1024,572,341,190,2026-08-31T17:46:12.386712+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_009.png,x3,nedi,prepared_bicubic_lr,img_009.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,66982,66292,204198,0,True,682,530,even_insertion_2x_half_pixel_aligned,32.163732529085635,0.8878299004434343,30.50308645218078,0.8687223458959906,15347.8763067,15381.796346,196.32539625433577,15027.515949,15717.960339,3,10,1024,796,341,265,2026-08-31T17:48:58.812472+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_010.png,x3,nedi,prepared_bicubic_lr,img_010.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,91667,90384,187260,0,True,682,544,even_insertion_2x_half_pixel_aligned,24.96967641130077,0.8364623664686269,23.58697127700043,0.8145382834201094,16554.2459458,16614.6062665,205.62721762366922,16220.088967,16800.006378,3,10,1024,816,341,272,2026-08-31T17:49:47.898587+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_011.png,x3,nedi,prepared_bicubic_lr,img_011.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,117302,114860,76936,0,True,376,682,even_insertion_2x_half_pixel_aligned,17.16878879644916,0.7077595483627951,15.846867484572424,0.6788724668134481,12756.4229042,12751.640403500001,141.82524138112788,12569.871963,13028.971745,3,10,564,1024,188,341,2026-08-31T17:49:01.078814+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_012.png,x3,nedi,prepared_bicubic_lr,img_012.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,170618,167024,94268,0,True,682,512,even_insertion_2x_half_pixel_aligned,23.367144510903877,0.6830733433812206,21.519470646207807,0.6611486246658501,18016.4594255,17980.7627435,170.58514339821227,17769.726868,18292.559579,3,10,1024,768,341,256,2026-08-31T17:51:53.388585+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_013.png,x3,nedi,prepared_bicubic_lr,img_013.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,154427,151401,107847,0,True,682,508,even_insertion_2x_half_pixel_aligned,27.838763845497347,0.7915115799246268,26.579965387114495,0.742634603027175,17558.4514715,17570.3122455,76.24351814107762,17408.55855,17653.105963,3,10,1024,764,341,254,2026-08-31T17:52:46.892510+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_014.png,x3,nedi,prepared_bicubic_lr,img_014.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,204543,202403,145759,0,True,682,682,even_insertion_2x_half_pixel_aligned,21.891228238752184,0.6373117501253684,20.589886350577643,0.6176436412493608,23959.8875056,23918.9143215,308.55644329509636,23462.271915,24637.218953,3,10,1024,1024,341,341,2026-08-31T17:54:11.726188+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_015.png,x3,nedi,prepared_bicubic_lr,img_015.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,139741,138061,124253,0,True,682,514,even_insertion_2x_half_pixel_aligned,24.2378428045693,0.6756206082311701,22.91507672823892,0.6289479934603212,17623.9031575,17620.753446,131.56779197750384,17451.305775,17933.48118,3,10,1024,772,341,257,2026-08-31T17:53:37.396516+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_016.png,x3,nedi,prepared_bicubic_lr,img_016.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,114773,113944,234218,0,True,682,682,even_insertion_2x_half_pixel_aligned,27.485761931266612,0.8760805489914743,26.07715842672226,0.859517848398481,21510.1016691,21445.952136,235.35348313549417,21198.803989,22019.542466,3,10,1024,1024,341,341,2026-08-31T17:56:33.122132+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_017.png,x3,nedi,prepared_bicubic_lr,img_017.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,144761,142437,92283,0,True,682,460,even_insertion_2x_half_pixel_aligned,24.72060717995668,0.7818657589738881,23.271691190520603,0.7658711965424096,16267.4991132,16332.505678000001,234.40563020629557,15779.428661,16605.980237,3,10,1024,692,341,230,2026-08-31T17:56:19.394853+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_018.png,x3,nedi,prepared_bicubic_lr,img_018.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,206117,202614,58678,0,True,682,512,even_insertion_2x_half_pixel_aligned,25.764983247371525,0.6860768596435051,24.050238600599975,0.6487798858276529,19210.2968701,19416.28965,605.515846181116,18232.379731,19915.158051,3,10,1024,768,341,256,2026-08-31T17:57:48.483948+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_019.png,x3,nedi,prepared_bicubic_lr,img_019.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,132379,130282,100350,0,True,682,452,even_insertion_2x_half_pixel_aligned,20.00782774249852,0.7173154458019607,18.650112860411937,0.6678209000154366,15372.0136692,15407.979016500001,441.2288701512801,14764.737952,16095.372679,3,10,1024,680,341,226,2026-08-31T17:57:32.898814+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_020.png,x3,nedi,prepared_bicubic_lr,img_020.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,282569,278546,129669,0,True,852,640,even_insertion_2x_half_pixel_aligned,21.536687714527275,0.67104704508586,20.163462933746324,0.65458587240367,28802.7477941,28849.4192755,308.934708284857,28298.177935,29229.766398,3,10,1280,960,426,320,2026-08-31T18:02:33.445079+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
Urban100,img_021.png,x3,nedi,prepared_bicubic_lr,img_021.png,3,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_then_bicubic_to_target,1,155937,151764,165572,0,True,530,800,even_insertion_2x_half_pixel_aligned,28.792541903166722,0.7720020568901649,27.39453475741807,0.7432837257706396,20555.7334209,20595.6688765,292.6403983687168,20115.394874,20982.128713,3,10,796,1200,265,400,2026-08-31T18:01:00.312197+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
