dataset,image,scale,method,degradation,lr_source_file,metric_border_pixels,dimension_policy,ssim_protocol,nedi_window_size,nedi_edge_threshold,nedi_scale_strategy,nedi_native_passes,nedi_edge_pixel_count,nedi_pixel_count,nedi_bilinear_fallback_count,nedi_numerical_fallback_count,nedi_dimension_adjustment,nedi_native_width,nedi_native_height,nedi_sampling_grid,psnr_y,ssim_y,psnr_rgb,ssim_rgb,latency_mean_ms,latency_median_ms,latency_std_ms,latency_min_ms,latency_max_ms,warmup_runs,timed_runs,hr_width,hr_height,lr_width,lr_height,generated_at_utc,python_version,numpy_version,pillow_version,skimage_version,operating_system,processor,compute_instance,execution_mode,worker_count
Set14,zebra.png,x4,nedi,prepared_bicubic_lr,zebra.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,121313,118191,93512,0,True,584,388,even_insertion_2x_half_pixel_aligned,23.930499636934115,0.6566502918178057,22.54530966646749,0.6216870610947353,13108.636365800001,12968.1697775,304.50237670582726,12763.105738,13632.763112,3,10,586,391,146,97,2026-08-31T19:27:17.642138+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,101085.png,x4,nedi,prepared_bicubic_lr,101085.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,84245,80738,62664,0,True,320,480,even_insertion_2x_half_pixel_aligned,22.728526653277953,0.4699268489293523,21.41091199851622,0.42848865962261856,8970.3429718,8963.5563095,150.02713929832026,8765.042202,9208.523535,3,10,321,481,80,120,2026-08-31T19:29:18.295370+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,101087.png,x4,nedi,prepared_bicubic_lr,101087.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,42684,41344,102058,0,True,320,480,even_insertion_2x_half_pixel_aligned,26.78099358270422,0.7476605033343633,25.381776069578677,0.7278979314110509,7882.4651604,7912.1321905,124.53587641364287,7686.319523,8056.889156,3,10,321,481,80,120,2026-08-31T19:29:04.136168+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,102061.png,x4,nedi,prepared_bicubic_lr,102061.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,44915,44050,99352,0,True,320,480,even_insertion_2x_half_pixel_aligned,24.816609185748252,0.737922908250611,23.384128456416853,0.7126255850875318,7963.4218688,8001.2822445,123.89752694826518,7709.263969,8104.083993,3,10,321,481,80,120,2026-08-31T19:29:05.132921+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,103070.png,x4,nedi,prepared_bicubic_lr,103070.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,63352,60901,82501,0,True,480,320,even_insertion_2x_half_pixel_aligned,28.727682983316114,0.7770492515563623,27.213205918341533,0.7514926321625556,8404.5021888,8452.0786415,166.26925574519186,8108.852253,8614.872989,3,10,481,321,120,80,2026-08-31T19:29:10.695619+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,105025.png,x4,nedi,prepared_bicubic_lr,105025.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,72914,70501,72901,0,True,480,320,even_insertion_2x_half_pixel_aligned,25.011757940808543,0.6238912181594772,23.63044215735566,0.5963885481548122,8504.5370855,8440.2347785,152.82337820735543,8386.003159,8871.82801,3,10,481,321,120,80,2026-08-31T19:30:54.649626+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,106024.png,x4,nedi,prepared_bicubic_lr,106024.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,39224,36912,106490,0,True,480,320,even_insertion_2x_half_pixel_aligned,30.921107166591085,0.861581002664126,29.245658705992057,0.840373953302147,7640.8937471,7578.372100500001,140.85387731258413,7514.895222,7933.109554,3,10,481,321,120,80,2026-08-31T19:30:44.370369+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,108005.png,x4,nedi,prepared_bicubic_lr,108005.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,80264,77854,65548,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.35608163694313,0.6305842683739474,23.054354634277644,0.5918104292115658,8691.2312444,8669.747546499999,105.88749520740642,8606.414987,8996.257038,3,10,481,321,120,80,2026-08-31T19:31:04.170290+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,108070.png,x4,nedi,prepared_bicubic_lr,108070.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,72449,69958,73444,0,True,480,320,even_insertion_2x_half_pixel_aligned,22.12550317608735,0.4778599879094111,20.8199399064436,0.4364216980638284,8434.5568711,8440.8315195,32.75500456239793,8369.14763,8494.095032,3,10,481,321,120,80,2026-08-31T19:31:08.890213+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,108082.png,x4,nedi,prepared_bicubic_lr,108082.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,66620,64884,78518,0,True,480,320,even_insertion_2x_half_pixel_aligned,25.60753136819585,0.7049356538231971,24.231721252792436,0.6738357366624298,8454.0833037,8435.526743999999,97.16121779716109,8308.465922,8632.236229,3,10,481,321,120,80,2026-08-31T19:32:33.936124+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,109053.png,x4,nedi,prepared_bicubic_lr,109053.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,57010,55073,88329,0,True,480,320,even_insertion_2x_half_pixel_aligned,27.636817344386667,0.7313332468006547,26.196348938453472,0.7030950092806529,8161.8044725,8122.8364635,117.38457758085167,8016.160329,8368.572079,3,10,481,321,120,80,2026-08-31T19:32:40.641888+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,119082.png,x4,nedi,prepared_bicubic_lr,119082.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,86760,83458,59944,0,True,480,320,even_insertion_2x_half_pixel_aligned,21.778312992175252,0.5702744694938243,20.472786052626574,0.5366134344417607,8880.4269517,8848.1369565,114.23191144555196,8731.348502,9091.589532,3,10,481,321,120,80,2026-08-31T19:32:59.824818+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,12084.png,x4,nedi,prepared_bicubic_lr,12084.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,72082,69560,73842,0,True,480,320,even_insertion_2x_half_pixel_aligned,25.563358504765787,0.6057035055942733,23.976801423787602,0.5846675196962978,8550.5162245,8541.7519445,115.48468925493633,8384.391953,8827.407634,3,10,481,321,120,80,2026-08-31T19:33:00.414119+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,123074.png,x4,nedi,prepared_bicubic_lr,123074.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,70641,67629,75773,0,True,480,320,even_insertion_2x_half_pixel_aligned,28.177123919516205,0.7284375678188157,26.71078486070244,0.7008032677366215,8485.6765511,8458.5589705,90.79007876607632,8358.587387,8616.692182,3,10,481,321,120,80,2026-08-31T19:34:24.264202+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,126007.png,x4,nedi,prepared_bicubic_lr,126007.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,40420,39300,104102,0,True,480,320,even_insertion_2x_half_pixel_aligned,26.935740359440953,0.7557514534889348,25.404697158763998,0.7240925645444887,7683.0835265,7652.487778500001,93.42002618481749,7534.111491,7824.066814,3,10,481,321,120,80,2026-08-31T19:34:20.482307+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,130026.png,x4,nedi,prepared_bicubic_lr,130026.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,69424,66947,76455,0,True,480,320,even_insertion_2x_half_pixel_aligned,23.853483606777864,0.5824312300201864,22.545069472921625,0.5453253468783785,8412.9881836,8422.95087,73.69150905232593,8279.33031,8524.667848,3,10,481,321,120,80,2026-08-31T19:34:49.331812+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,134035.png,x4,nedi,prepared_bicubic_lr,134035.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,93566,90419,52983,0,True,480,320,even_insertion_2x_half_pixel_aligned,21.848306525574873,0.5802655298948793,20.396946830624508,0.5538394145515771,9124.6160662,9131.5592865,118.19102887774271,8937.037134,9366.347728,3,10,481,321,120,80,2026-08-31T19:34:59.150176+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,14037.png,x4,nedi,prepared_bicubic_lr,14037.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,30732,29328,114074,0,True,480,320,even_insertion_2x_half_pixel_aligned,31.93066032211422,0.848689233193632,30.248384972326182,0.8102953262948601,7630.918167100001,7641.752445,54.771671847065505,7489.330184,7693.077013,3,10,481,321,120,80,2026-08-31T19:35:59.212295+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,143090.png,x4,nedi,prepared_bicubic_lr,143090.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,30327,28919,114483,0,True,480,320,even_insertion_2x_half_pixel_aligned,30.958593003244857,0.8529324649522183,29.07369157988343,0.8294454891117807,7624.0442519,7636.1824685,59.32879725050805,7509.139805,7702.395867,3,10,481,321,120,80,2026-08-31T19:36:02.943212+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,145086.png,x4,nedi,prepared_bicubic_lr,145086.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,51847,49830,93572,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.03207929178378,0.6531734155593665,22.689338356363894,0.6105018576726227,8322.0735304,8285.18238,104.50406709146186,8154.779443,8512.282136,3,10,481,321,120,80,2026-08-31T19:36:37.410062+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,147091.png,x4,nedi,prepared_bicubic_lr,147091.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,43116,41701,101701,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.189130495614343,0.7338515905475733,22.771848580767966,0.7015639812949659,8062.5838936,8011.584114,120.19805075396394,7930.340886,8294.148212,3,10,481,321,120,80,2026-08-31T19:36:43.998532+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,148026.png,x4,nedi,prepared_bicubic_lr,148026.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,94430,91004,52398,0,True,320,480,even_insertion_2x_half_pixel_aligned,20.18811879280372,0.5104767654203846,18.934345186661428,0.47146146500890573,9504.743904500001,9472.6066045,99.6091423167912,9367.515353,9688.480571,3,10,321,481,80,120,2026-08-31T19:38:03.320743+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,148089.png,x4,nedi,prepared_bicubic_lr,148089.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,88668,85551,57851,0,True,480,320,even_insertion_2x_half_pixel_aligned,22.02835942280934,0.4781481955530311,20.731994351270238,0.4390503958945618,9361.5889294,9318.6620905,86.37997692213105,9272.305885,9533.855879,3,10,481,321,120,80,2026-08-31T19:38:04.938596+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,156065.png,x4,nedi,prepared_bicubic_lr,156065.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,61848,59786,83616,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.043425912109548,0.4860288163785785,22.717510913345688,0.44204382209692933,8597.6973587,8584.267334,65.91910822705721,8516.31153,8712.688051,3,10,481,321,120,80,2026-08-31T19:38:29.605100+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,157055.png,x4,nedi,prepared_bicubic_lr,157055.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,73590,71293,72109,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.57453400882652,0.6810891632504895,23.12299514071404,0.6532951462911673,8914.9789068,8907.8013075,75.00365035881178,8786.122673,9087.042903,3,10,481,321,120,80,2026-08-31T19:38:40.248041+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,159008.png,x4,nedi,prepared_bicubic_lr,159008.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,89314,85825,57577,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.80241246148131,0.7143335549365009,23.55069714603159,0.669110405277836,9302.585014299999,9281.454406,88.28788266793738,9165.587266,9478.67721,3,10,481,321,120,80,2026-08-31T19:40:04.158897+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,160068.png,x4,nedi,prepared_bicubic_lr,160068.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,49848,49215,94187,0,True,480,320,even_insertion_2x_half_pixel_aligned,25.01828119005888,0.7564224353643929,23.72961939589875,0.7285820184957985,8288.2565096,8257.005848,82.47714405091476,8180.625175,8414.872722,3,10,481,321,120,80,2026-08-31T19:39:52.545842+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,16077.png,x4,nedi,prepared_bicubic_lr,16077.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,71223,68449,74953,0,True,480,320,even_insertion_2x_half_pixel_aligned,25.908517973686802,0.6510452642934343,24.540927513489027,0.6128496759498927,8838.6839097,8802.5308325,132.06029077025875,8642.841875,9117.008451,3,10,481,321,120,80,2026-08-31T19:40:24.496046+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,163085.png,x4,nedi,prepared_bicubic_lr,163085.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,58060,55600,87802,0,True,480,320,even_insertion_2x_half_pixel_aligned,27.947367052091103,0.7311136199164772,26.430939419429535,0.6972360714321478,8464.3924369,8443.226644999999,82.94489492160116,8369.538356,8674.71072,3,10,481,321,120,80,2026-08-31T19:40:30.512283+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,167062.png,x4,nedi,prepared_bicubic_lr,167062.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,16782,16399,127003,0,True,480,320,even_insertion_2x_half_pixel_aligned,28.107927001674298,0.8431086906488544,26.72662526923647,0.8036193118425997,7249.2462366,7261.6022045,85.67064870206339,7112.496683,7359.546751,3,10,481,321,120,80,2026-08-31T19:41:27.131203+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,167083.png,x4,nedi,prepared_bicubic_lr,167083.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,81023,78316,65086,0,True,320,480,even_insertion_2x_half_pixel_aligned,19.0880580422334,0.3973148191225119,17.770226803044093,0.37748289396044515,8881.7433283,8881.668850999999,135.92624471583142,8616.317273,9078.854296,3,10,321,481,80,120,2026-08-31T19:42:00.398915+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,170057.png,x4,nedi,prepared_bicubic_lr,170057.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,59910,57501,85901,0,True,480,320,even_insertion_2x_half_pixel_aligned,27.905338706145265,0.734911906792784,26.524616955842767,0.6966047029535557,8293.2056112,8287.0521385,135.45974101830853,8103.581526,8562.199434,3,10,481,321,120,80,2026-08-31T19:42:12.901747+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,175032.png,x4,nedi,prepared_bicubic_lr,175032.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,93414,90097,53305,0,True,320,480,even_insertion_2x_half_pixel_aligned,20.298435792699973,0.3084702891393759,18.994546836189073,0.2821932428140728,9124.8500259,9108.813976000001,96.53275425001041,8999.637041,9264.753643,3,10,321,481,80,120,2026-08-31T19:42:30.123200+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,175043.png,x4,nedi,prepared_bicubic_lr,175043.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,102862,99251,44151,0,True,480,320,even_insertion_2x_half_pixel_aligned,23.439822040127893,0.5195399412800251,22.107159498229798,0.4886562074365208,9325.4664037,9305.306129,127.43174266560398,9206.992934,9676.559192,3,10,481,321,120,80,2026-08-31T19:43:28.808609+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,182053.png,x4,nedi,prepared_bicubic_lr,182053.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,64165,62001,81401,0,True,480,320,even_insertion_2x_half_pixel_aligned,22.926573571425898,0.6637872778831491,21.596078495173288,0.6384096987580824,8258.4306013,8212.2553685,98.60076695270827,8171.46355,8489.699782,3,10,481,321,120,80,2026-08-31T19:43:47.707419+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,189080.png,x4,nedi,prepared_bicubic_lr,189080.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,40189,38720,104682,0,True,320,480,even_insertion_2x_half_pixel_aligned,30.492973523289713,0.8466511525221107,28.976704992858814,0.8126086488668315,7749.8197328,7699.5411195,112.63127797788792,7653.097844,8056.754429,3,10,321,481,80,120,2026-08-31T19:43:53.554615+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,19021.png,x4,nedi,prepared_bicubic_lr,19021.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,66643,64605,78797,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.90149706070216,0.6457489035897501,23.493690519844886,0.6101115139916826,8430.5236743,8399.9380325,82.84261722893869,8351.653,8621.991869,3,10,481,321,120,80,2026-08-31T19:44:19.667772+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,196073.png,x4,nedi,prepared_bicubic_lr,196073.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,15479,14877,128525,0,True,480,320,even_insertion_2x_half_pixel_aligned,27.3125751823615,0.4723908553584511,25.91332645187201,0.41365396979051555,6951.1121518,6935.6436335,44.818867476818184,6897.648516,7024.938343,3,10,481,321,120,80,2026-08-31T19:44:59.640603+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,197017.png,x4,nedi,prepared_bicubic_lr,197017.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,45550,44074,99328,0,True,480,320,even_insertion_2x_half_pixel_aligned,26.421990075754298,0.6489442328147366,25.033034737817314,0.6127598216629921,7786.4032225,7781.1762775,77.7368313116806,7653.073716,7943.945066,3,10,481,321,120,80,2026-08-31T19:45:29.066532+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,208001.png,x4,nedi,prepared_bicubic_lr,208001.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,60312,57613,85789,0,True,320,480,even_insertion_2x_half_pixel_aligned,26.64919496807968,0.6451123211820213,25.39444344717884,0.6003879897326858,8234.5644301,8228.452375,67.18879433065595,8151.021494,8337.319406,3,10,321,481,80,120,2026-08-31T19:45:40.762777+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,210088.png,x4,nedi,prepared_bicubic_lr,210088.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,67337,64329,79073,0,True,320,480,even_insertion_2x_half_pixel_aligned,28.44515719960386,0.846915710106877,26.824138926674294,0.8214795721776054,8410.2485456,8387.7699775,78.88772875189021,8293.344832,8519.858037,3,10,321,481,80,120,2026-08-31T19:46:09.102309+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
BSD100,21077.png,x4,nedi,prepared_bicubic_lr,21077.png,4,native_nedi_grid_then_full_target_size_adjustment,gaussian_11x11_sigma_1.5_population_covariance,8,8.0,native_x2_twice_then_bicubic_to_target,2,57749,56119,87283,0,True,480,320,even_insertion_2x_half_pixel_aligned,24.398442641458647,0.6460979977681762,23.025557857063433,0.6047424542831912,8095.8458621,8087.9400165,61.31438055666256,7991.380977,8188.602392,3,10,481,321,120,80,2026-08-31T19:46:45.392099+00:00,3.12.3,2.5.2,12.3.0,0.26.0,Linux-7.0.0-1011-aws-x86_64-with-glibc2.39,x86_64,m7i.2xlarge,parallel_process_workers,4
