dataset,image,scale,method,psnr,ssim,runtime_ms
BSD100,66053.png,x2,bicubic,28.278929759709946,0.8306580320274275,3.219305999664357
BSD100,69015.png,x2,bicubic,32.09292271100738,0.9126474786399438,3.320243000416667
BSD100,69020.png,x2,bicubic,27.906325073028007,0.7438040790015882,3.460194000581396
BSD100,69040.png,x2,bicubic,27.04972647086613,0.8472591263842278,3.18010200135177
BSD100,76053.png,x2,bicubic,30.462925144922337,0.8377463401301283,3.409613000258105
BSD100,78004.png,x2,bicubic,26.421593742042116,0.8185677852956278,3.2257620005111676
BSD100,8023.png,x2,bicubic,33.39581391393416,0.9557891657803053,3.2160589998966316
BSD100,85048.png,x2,bicubic,27.20519419083101,0.8647994038214301,2.8783440011466155
BSD100,86000.png,x2,bicubic,26.63630981317705,0.8744397632612331,3.140426999379997
BSD100,86016.png,x2,bicubic,22.061414320969863,0.5414503533637902,3.931306000595214
BSD100,86068.png,x2,bicubic,27.63473245287887,0.719202427954011,3.1807429986656643
BSD100,87046.png,x2,bicubic,27.56468852174223,0.8931759376387296,2.91485600064334
BSD100,89072.png,x2,bicubic,27.657799606745584,0.8389984131164243,2.9987280013301643
BSD100,97033.png,x2,bicubic,25.89268897383688,0.8371669978789736,3.2038640001701424
