image,scale,method,psnr,ssim,runtime_ms
baby.png,x4,bicubic,30.41611763922566,0.8426976343403937,19.015874999240623
bird.png,x4,bicubic,28.068146395224414,0.8597975750972494,2.2990190009295475
butterfly.png,x4,bicubic,20.90052050459545,0.7184102182043297,1.5902909999567783
head.png,x4,bicubic,28.963416761811764,0.7017694106963631,1.8911459992523305
woman.png,x4,bicubic,25.10298248730163,0.8268700264328634,2.0285789996705716
