image,scale,method,psnr,ssim,runtime_ms
baby.png,x3,bicubic,32.49428255426507,0.8983097291811099,8.256623999841395
bird.png,x3,bicubic,30.609279778300284,0.9196477571779437,2.626370000143652
butterfly.png,x3,bicubic,22.732223136224945,0.8045674014863549,1.7970919998333557
head.png,x3,bicubic,29.998208826733595,0.7530157638704521,2.2136879997560754
woman.png,x3,bicubic,27.199324817874817,0.8891635144770365,2.1276870002111536
