image,scale,method,psnr,ssim,runtime_ms
baby.png,x2,bicubic,35.616256446175036,0.950002701007785,9.090743999877304
bird.png,x2,bicubic,34.87196825825453,0.9677123523732569,4.715151999334921
butterfly.png,x2,bicubic,26.116475338299637,0.9023980299401423,4.500261000430328
head.png,x2,bicubic,31.50905648688135,0.8200396821578405,3.4216739995827083
woman.png,x2,bicubic,30.820043350384925,0.9488684994673807,3.6031250001542503
