dataset,image,scale,method,psnr,ssim,runtime_ms
Urban100,img_001.png,x3,bicubic,24.77655242630046,0.7213883975518068,11.499550999360508
Urban100,img_002.png,x3,bicubic,24.069628414304592,0.7640313843797762,14.028937999682967
Urban100,img_003.png,x3,bicubic,21.433950333103123,0.6303461685262576,10.8012199998484
Urban100,img_004.png,x3,bicubic,21.537312772957932,0.7860420316010114,11.004870999386185
Urban100,img_005.png,x3,bicubic,23.85174102095832,0.8849203212296771,12.198681000882061
Urban100,img_006.png,x3,bicubic,20.233722671838482,0.5851443802898377,16.19298900004651
Urban100,img_007.png,x3,bicubic,26.66016744803835,0.8474970349889102,10.83334100076172
Urban100,img_008.png,x3,bicubic,19.60220013678522,0.6353403946978858,9.286978998716222
Urban100,img_009.png,x3,bicubic,30.691389305156246,0.8774227166697641,12.966378000783152
Urban100,img_010.png,x3,bicubic,23.24106374554067,0.8147379111264569,14.031992001036997
Urban100,img_011.png,x3,bicubic,16.147692593179983,0.6737102671200036,9.078282999325893
Urban100,img_012.png,x3,bicubic,21.59341963934103,0.694726340109756,17.46074600123393
Urban100,img_013.png,x3,bicubic,26.17870627464754,0.7627912050015011,11.99423499929253
Urban100,img_014.png,x3,bicubic,20.655822572124798,0.6453127506046954,18.403531999865663
Urban100,img_015.png,x3,bicubic,22.774352897460034,0.6512776079191784,12.275303999558673
Urban100,img_016.png,x3,bicubic,25.598359646684315,0.8606531544420251,18.199593998360797
Urban100,img_017.png,x3,bicubic,23.365868115651303,0.7955243640952961,11.08525100062252
Urban100,img_018.png,x3,bicubic,24.3959044439448,0.7086479651497903,21.506727000087267
Urban100,img_019.png,x3,bicubic,19.000662788812633,0.7153564467937468,19.353105999471154
Urban100,img_020.png,x3,bicubic,20.43283158712944,0.7097746803154728,36.622262001401396
Urban100,img_021.png,x3,bicubic,27.77472399077157,0.7677056755469636,26.011889000074007
Urban100,img_022.png,x3,bicubic,24.651102821958304,0.747398941362836,18.708408999373205
Urban100,img_023.png,x3,bicubic,26.75407231799241,0.8767444469223088,26.492002998566022
