dataset,image,scale,method,psnr,ssim,runtime_ms
Urban100,img_001.png,x4,bicubic,23.697652000197134,0.6522200633838394,12.877113000286045
Urban100,img_002.png,x4,bicubic,22.878937528541208,0.6787900043548,21.348037000279874
Urban100,img_003.png,x4,bicubic,20.479494700522196,0.538641582782802,16.794380000646925
Urban100,img_004.png,x4,bicubic,19.826250237466958,0.6795692011854605,19.386690999454004
Urban100,img_005.png,x4,bicubic,22.011110800086456,0.8238919429055712,21.58715800032951
Urban100,img_006.png,x4,bicubic,19.170339785507906,0.49124837250849973,27.56240400049137
Urban100,img_007.png,x4,bicubic,24.673780869972298,0.7626862866715296,29.773910999210784
Urban100,img_008.png,x4,bicubic,18.50321188752301,0.5181250088338621,19.73322399862809
Urban100,img_009.png,x4,bicubic,29.317914409736613,0.8359109726157546,16.365000999940094
Urban100,img_010.png,x4,bicubic,22.256772352114893,0.7697522566909104,17.663965998508502
Urban100,img_011.png,x4,bicubic,14.61093025955795,0.5665192554046786,27.477535999423708
Urban100,img_012.png,x4,bicubic,20.65579325482004,0.6134422112919813,26.99104699968302
Urban100,img_013.png,x4,bicubic,24.654541992678368,0.6919931895460122,26.96151700001792
Urban100,img_014.png,x4,bicubic,20.080012055923667,0.579171387756137,15.152668000155245
Urban100,img_015.png,x4,bicubic,21.744454069374587,0.5830093136509232,11.494900998513913
Urban100,img_016.png,x4,bicubic,24.155843764289365,0.8205796281494983,33.139105998998275
Urban100,img_017.png,x4,bicubic,22.071748193904085,0.7201924140306213,17.05402699917613
Urban100,img_018.png,x4,bicubic,23.10772473801119,0.6099556053163763,19.30736699978297
Urban100,img_019.png,x4,bicubic,17.751014790331354,0.6317884242247954,19.873876000929158
Urban100,img_020.png,x4,bicubic,19.1321027116022,0.608575318414018,31.454811000003247
Urban100,img_021.png,x4,bicubic,26.248505408446697,0.6913914362053254,23.262731001523207
Urban100,img_022.png,x4,bicubic,23.824830031435212,0.6926804029961526,10.656610000296496
Urban100,img_023.png,x4,bicubic,24.779667193493236,0.810054868677573,15.570094001304824
Urban100,img_024.png,x4,bicubic,16.900252192043176,0.47064845507189385,9.952476999387727
Urban100,img_025.png,x4,bicubic,24.817323183592205,0.7770950504770342,12.30257499992149
Urban100,img_026.png,x4,bicubic,24.04630019481814,0.5582521415036564,11.336517998643103
Urban100,img_027.png,x4,bicubic,25.385561220170825,0.709574509444002,12.614621000466286
Urban100,img_028.png,x4,bicubic,27.18027995160176,0.7966410135305902,11.029777999283397
Urban100,img_029.png,x4,bicubic,21.52638142666456,0.6885350845147434,10.23850300043705
Urban100,img_030.png,x4,bicubic,20.01743939724885,0.6209321303017051,10.043758999017882
Urban100,img_031.png,x4,bicubic,21.386588144846904,0.6887643430847804,11.30979800109344
Urban100,img_032.png,x4,bicubic,24.600824585220433,0.7342749023624889,10.241134999887436
Urban100,img_033.png,x4,bicubic,22.677187377836812,0.6437322501849795,11.213392001081957
Urban100,img_034.png,x4,bicubic,19.623786859388616,0.5024967652124485,10.21000900072977
Urban100,img_035.png,x4,bicubic,21.950254109999886,0.7140934953085726,12.145827000495046
Urban100,img_036.png,x4,bicubic,23.94609611269784,0.7828455796586334,10.325400000510854
Urban100,img_037.png,x4,bicubic,22.30239971987245,0.6969411085459156,18.52650100045139
Urban100,img_038.png,x4,bicubic,23.31441527677353,0.49049259865795386,12.000242999420152
Urban100,img_039.png,x4,bicubic,19.58824419748868,0.5855726542898366,11.507965000419063
Urban100,img_040.png,x4,bicubic,18.067797804558893,0.6926422374800275,8.718212999156094
Urban100,img_041.png,x4,bicubic,19.572803537362844,0.6806298603816284,11.05287800055521
Urban100,img_042.png,x4,bicubic,23.503540232684816,0.7720244613437054,11.162348999278038
Urban100,img_043.png,x4,bicubic,20.85050217000774,0.7602472419596764,16.670385000907118
Urban100,img_044.png,x4,bicubic,25.11757941302036,0.7103240819869492,18.437986000208184
Urban100,img_045.png,x4,bicubic,19.630944153603505,0.5408432767626157,18.864198000301258
Urban100,img_046.png,x4,bicubic,21.324414675471143,0.6862077543780144,17.916614000569098
